src,dst,weight,time_median,time_hpd_low,time_hpd_high,bayes_factor,posterior_support,jumps_mean,jumps_hpd_low,jumps_hpd_high
2,1.4848166124560769,1.000000,41.127924,33.705846,51.251078,,,,,
1.4848166124560769,1.3220326985274042,1.000000,35.142989,29.881133,42.543831,,,,,
1.3220326985274042,1.1555724039366437,1.000000,35.669367,30.555155,42.048487,,,,,
1.1555724039366437,1.6605827202222538,1.000000,23.345826,20.207841,28.057519,,,,,
1.6605827202222538,0.003185698443492345,1.000000,16.346995,16.346995,16.346995,,,,,
1.6605827202222538,1.2369204804769272,1.000000,21.355559,19.438438,24.292099,,,,,
1.2369204804769272,1.3281336005736644,1.000000,19.671930,18.528034,21.376029,,,,,
1.3281336005736644,0.26859233331634136,1.000000,17.273987,15.906629,19.068060,,,,,
0.26859233331634136,0.42254740726569695,1.000000,16.627985,15.592988,18.049924,,,,,
0.42254740726569695,1.2364567490458456,1.000000,15.475005,14.485155,16.756177,,,,,
1.2364567490458456,1.41637160946095,1.000000,13.740684,13.740684,13.740684,,,,,
1.2364567490458456,0.027950606668735153,1.000000,13.935519,12.695139,15.687973,,,,,
0.027950606668735153,0.9318189779555829,1.000000,13.381891,12.338790,15.088657,,,,,
0.9318189779555829,1.2647660797149305,1.000000,11.450273,11.450273,11.450273,,,,,
0.9318189779555829,1.3229260571612769,1.000000,11.288629,11.288629,11.288629,,,,,
0.027950606668735153,0.0026118217652719338,1.000000,3.332465,3.332465,3.332465,,,,,
0.42254740726569695,1.1161317856580462,1.000000,16.363720,15.374605,17.655592,,,,,
1.1161317856580462,1.422656449206614,1.000000,15.151577,14.250231,16.065844,,,,,
1.422656449206614,1.0312722377114452,1.000000,13.255753,13.255753,13.255753,,,,,
1.422656449206614,1.2010691310451513,1.000000,13.844794,13.844794,13.844794,,,,,
1.1161317856580462,1.323973647370017,1.000000,15.399661,14.603619,16.318715,,,,,
1.323973647370017,1.2462805010124727,1.000000,13.757123,13.757123,13.757123,,,,,
1.323973647370017,1.2310120934640192,1.000000,15.102407,14.289495,15.715652,,,,,
1.2310120934640192,1.185382275578435,1.000000,13.255753,13.255753,13.255753,,,,,
1.2310120934640192,1.0954752294206604,1.000000,14.743839,14.050821,15.370041,,,,,
1.0954752294206604,1.0398502358367518,1.000000,14.270145,13.838405,15.151344,,,,,
1.0398502358367518,1.2167946121253406,1.000000,14.078507,13.784582,15.016719,,,,,
1.2167946121253406,1.0818919223504837,1.000000,13.683150,13.683150,13.683150,,,,,
1.2167946121253406,1.0521094970753222,1.000000,13.757123,13.757123,13.757123,,,,,
1.0398502358367518,1.0321232061427095,1.000000,12.970821,12.970821,12.970821,,,,,
1.0954752294206604,0.6954290186086377,1.000000,13.962602,13.962602,13.962602,,,,,
0.26859233331634136,0.048983787596225466,1.000000,15.044145,14.302923,15.803438,,,,,
0.048983787596225466,0.8155956234797963,1.000000,14.116027,14.116027,14.116027,,,,,
0.048983787596225466,0.7805688513012102,1.000000,14.198218,14.198218,14.198218,,,,,
1.3281336005736644,1.3159168203347602,1.000000,18.198218,18.198218,18.198218,,,,,
1.2369204804769272,1.3886654401443344,1.000000,18.198218,18.198218,18.198218,,,,,
1.1555724039366437,1.3439402521762391,1.000000,32.422308,28.514163,37.561001,,,,,
1.3439402521762391,1.8228443340810894,1.000000,21.706063,20.318448,24.029913,,,,,
1.8228443340810894,0.811513547058229,1.000000,18.222876,18.222876,18.222876,,,,,
1.8228443340810894,1.2628834800104856,1.000000,21.145808,20.258543,22.603352,,,,,
1.2628834800104856,1.056176484107827,1.000000,20.457384,19.375031,21.667772,,,,,
1.056176484107827,1.4559728944894739,1.000000,20.215821,19.029722,21.606544,,,,,
1.4559728944894739,1.0968756339877404,1.000000,19.246625,17.643399,20.729632,,,,,
1.0968756339877404,1.095419367947505,1.000000,17.607722,16.369796,19.166690,,,,,
1.095419367947505,0.9704568693609005,1.000000,15.444794,15.444794,15.444794,,,,,
1.095419367947505,1.002928871469721,1.000000,16.688164,15.778991,17.875089,,,,,
1.002928871469721,0.9611443229689896,1.000000,16.031773,15.458543,16.831720,,,,,
0.9611443229689896,0.9867910740122959,1.000000,15.816871,15.374390,16.477458,,,,,
0.9867910740122959,1.1801198090755936,1.000000,15.303243,14.750620,15.981476,,,,,
1.1801198090755936,1.2343449429455016,1.000000,14.427964,14.198889,15.052618,,,,,
1.2343449429455016,0.597422502012006,1.000000,14.198218,14.198218,14.198218,,,,,
1.2343449429455016,0.6121883897044298,1.000000,14.198218,14.198218,14.198218,,,,,
1.1801198090755936,0.000989568265645738,1.000000,14.198218,14.198218,14.198218,,,,,
0.9867910740122959,0.8903518897086468,1.000000,15.469200,15.206351,15.941681,,,,,
0.8903518897086468,0.8676930427372971,1.000000,15.198218,15.198218,15.198218,,,,,
0.8903518897086468,0.9959229485254935,1.000000,14.198218,14.198218,14.198218,,,,,
0.9611443229689896,0.8632642212503382,1.000000,15.198218,15.198218,15.198218,,,,,
1.002928871469721,0.11166887642007793,1.000000,13.472191,13.472191,13.472191,,,,,
1.0968756339877404,0.8402612089106674,1.000000,18.123406,16.660548,20.055866,,,,,
0.8402612089106674,0.4233382066474831,1.000000,15.418603,13.823091,17.217051,,,,,
0.4233382066474831,0.6538645843333611,1.000000,13.116027,13.116027,13.116027,,,,,
0.4233382066474831,0.3611206775138107,1.000000,15.283417,13.766661,16.881129,,,,,
0.3611206775138107,0.29236591309772264,1.000000,13.940174,12.684805,15.723737,,,,,
0.29236591309772264,1.3509869732976363,1.000000,12.938823,11.257580,14.537212,,,,,
1.3509869732976363,1.65632380055534,1.000000,9.067806,8.405610,9.795358,,,,,
1.65632380055534,1.0907921770562345,1.000000,8.902557,8.313240,9.369105,,,,,
1.0907921770562345,1.1403725817925259,1.000000,8.130338,7.404085,9.022746,,,,,
1.1403725817925259,1.1773918288282776,1.000000,7.329725,7.329725,7.329725,,,,,
1.1403725817925259,1.7995312887342683,1.000000,5.422876,5.422876,5.422876,,,,,
1.0907921770562345,0.0017869798594767115,1.000000,8.479347,8.196722,9.021883,,,,,
0.0017869798594767115,1.2129722389697402,1.000000,7.198218,7.198218,7.198218,,,,,
0.0017869798594767115,1.0772362106331208,1.000000,8.196721,8.196721,8.196721,,,,,
1.65632380055534,1.2305639096609882,1.000000,7.187260,7.187260,7.187260,,,,,
1.3509869732976363,1.4559537266493965,1.000000,10.952351,9.932927,11.938542,,,,,
1.4559537266493965,1.0964933373478802,1.000000,10.713036,9.769561,11.532258,,,,,
1.0964933373478802,1.0945079001988844,1.000000,10.665804,9.846184,11.401979,,,,,
1.0945079001988844,0.04633169706337224,1.000000,10.125564,9.509321,11.092786,,,,,
0.04633169706337224,1.1935512949093592,1.000000,9.606707,9.284150,10.226462,,,,,
1.1935512949093592,0.43819464654148155,1.000000,9.198218,9.198218,9.198218,,,,,
1.1935512949093592,0.7455428033125772,1.000000,9.198218,9.198218,9.198218,,,,,
0.04633169706337224,1.2109121764737898,1.000000,9.629429,9.226661,10.440231,,,,,
1.2109121764737898,1.2739482291107243,1.000000,8.830124,8.294476,9.283905,,,,,
1.2739482291107243,1.0046069722083262,1.000000,8.226776,8.226776,8.226776,,,,,
1.2739482291107243,1.1429550561573123,1.000000,8.617911,8.208326,9.048576,,,,,
1.1429550561573123,1.2978154666288595,1.000000,8.172131,8.172131,8.172131,,,,,
1.1429550561573123,0.5895332634384498,1.000000,8.180328,8.180328,8.180328,,,,,
1.2109121764737898,1.0198075642412636,1.000000,9.476129,9.205694,10.101995,,,,,
1.0198075642412636,0.9403077344840012,1.000000,8.196721,8.196721,8.196721,,,,,
1.0198075642412636,0.6897322642346,1.000000,9.198218,9.198218,9.198218,,,,,
1.0945079001988844,1.0540842350884074,1.000000,10.138725,9.625365,11.053283,,,,,
1.0540842350884074,0.2301312475471741,1.000000,9.908779,9.479995,10.833827,,,,,
0.2301312475471741,0.9935731609505357,1.000000,9.362602,9.362602,9.362602,,,,,
0.2301312475471741,0.9948713369216662,1.000000,9.461232,9.461232,9.461232,,,,,
1.0540842350884074,1.338490634158492,1.000000,9.353082,8.826280,10.168402,,,,,
1.338490634158492,0.04702798815859015,1.000000,8.450539,7.559739,9.278481,,,,,
0.04702798815859015,1.2770674615659774,1.000000,8.101772,7.330939,9.053905,,,,,
1.2770674615659774,1.3435575790023437,1.000000,6.606438,6.606438,6.606438,,,,,
1.2770674615659774,1.4026315810659176,1.000000,3.681276,2.176104,5.068285,,,,,
1.4026315810659176,1.3954304081812685,1.000000,1.549717,1.296856,2.199087,,,,,
1.3954304081812685,0.6723655243859276,1.000000,1.242054,1.242054,1.242054,,,,,
1.3954304081812685,0.7141495724947473,1.000000,1.296849,1.296849,1.296849,,,,,
1.4026315810659176,1.0079001752255443,1.000000,1.236575,1.236575,1.236575,,,,,
0.04702798815859015,1.3442688276731063,1.000000,6.600958,6.600958,6.600958,,,,,
1.338490634158492,1.2199031765579977,1.000000,9.232400,8.681285,9.925203,,,,,
1.2199031765579977,1.160434691030098,1.000000,8.897019,8.191728,9.487916,,,,,
1.160434691030098,1.1807838333125897,1.000000,7.431095,7.431095,7.431095,,,,,
1.160434691030098,1.3648866503930523,1.000000,7.917823,7.089447,8.835671,,,,,
1.3648866503930523,1.1296695604702438,1.000000,7.309407,6.610977,8.179465,,,,,
1.1296695604702438,1.0043737337526295,1.000000,5.954383,5.954383,5.954383,,,,,
1.1296695604702438,1.123394232250309,1.000000,6.570821,6.570821,6.570821,,,,,
1.3648866503930523,1.1692622446938215,1.000000,6.910547,6.910547,6.910547,,,,,
1.2199031765579977,1.2492490348998706,1.000000,8.999903,8.235850,9.690875,,,,,
1.2492490348998706,1.077712925844275,1.000000,8.920950,8.140806,9.472900,,,,,
