location,ancestral_weight,tip_weight,latitude,longitude
0.00027474707774103924,1.000000,0.000000,36.194034,138.195656
0.0005444257320785331,1.000000,0.000000,-30.607767,22.932683
0.0007872888839190337,1.000000,0.000000,36.218622,138.282877
0.0007931549370587947,1.000000,0.000000,-30.607210,22.897143
0.0008148161073163524,1.000000,0.000000,61.441591,105.356842
0.0008491290963926488,0.000000,1.000000,-25.150346,133.654740
0.000989568265645738,0.000000,1.000000,-33.867806,150.859032
0.0011731259228399662,0.000000,1.000000,-25.252746,133.765165
0.0012012403407830204,0.000000,1.000000,-25.177266,133.686048
0.001410907607878771,1.000000,0.000000,-0.015886,37.911512
0.0014299585072490531,0.000000,1.000000,36.971390,-95.722054
0.0015623052496884242,0.000000,1.000000,-33.868964,150.891397
0.0015824205763831966,1.000000,0.000000,14.078583,108.222405
0.0016508808888468143,0.000000,1.000000,-20.899129,142.816336
0.0016785106089028706,0.000000,1.000000,-38.416100,-63.616700
0.0017119752386029763,0.000000,1.000000,-35.731571,-71.574655
0.0017149003892822398,0.000000,1.000000,1.224503,103.780015
0.0017869798594767115,1.000000,0.000000,37.092794,-95.677566
0.0019438534151246755,0.000000,1.000000,-31.953500,115.857000
0.001975823765096635,1.000000,0.000000,61.499142,105.254571
0.002088913228152769,0.000000,1.000000,36.961379,-95.773891
0.0021972440204641704,0.000000,1.000000,51.187939,10.355825
0.0024275729444512093,0.000000,1.000000,35.783177,104.182955
0.0024454825048341347,0.000000,1.000000,51.180173,10.320629
0.002457038530088354,1.000000,0.000000,52.052580,5.318869
0.002503519336342831,0.000000,1.000000,-30.634395,22.886006
0.0026118217652719338,0.000000,1.000000,-25.235104,133.805566
0.0027577514528229494,0.000000,1.000000,1.334562,103.850450
0.002848939290693766,0.000000,1.000000,51.242200,10.359086
0.002872713031417093,0.000000,1.000000,1.373134,103.865820
0.0031086170646281875,1.000000,0.000000,35.714309,104.171951
0.003185698443492345,0.000000,1.000000,22.299538,114.051558
0.003219747658690103,0.000000,1.000000,-30.512485,22.904197
0.0033556479943205797,0.000000,1.000000,61.436638,105.262548
0.00359423930685457,0.000000,1.000000,61.499570,105.371094
0.003694022023226823,0.000000,1.000000,37.132169,-95.673533
0.003697997545387882,0.000000,1.000000,36.203970,138.076817
0.0037895010539268975,0.000000,1.000000,51.134531,10.625858
0.0049135896003600285,0.000000,1.000000,22.400873,114.202916
0.005411680276906568,0.000000,1.000000,35.819716,127.692442
0.007527434253610341,0.000000,1.000000,4.016380,101.878510
0.007809160770263918,0.000000,1.000000,51.078192,10.381469
0.007835213734709334,0.000000,1.000000,36.271626,138.288112
0.008965906478967393,1.000000,0.000000,41.864720,12.585331
0.010862040072777183,0.000000,1.000000,35.872152,127.844861
0.0121781385273414,1.000000,0.000000,-29.336899,21.745784
0.012196472982713652,0.000000,1.000000,-25.398282,133.761903
0.012225672988344066,0.000000,1.000000,4.266901,101.969820
0.012774565970474947,0.000000,1.000000,22.215514,114.120435
0.013790881517067397,0.000000,1.000000,35.797383,127.745602
0.01381697043659114,0.000000,1.000000,15.930177,100.970188
0.014708952281496431,0.000000,1.000000,35.924485,127.825371
0.016371969759047658,0.000000,1.000000,0.030545,37.880120
0.01644906113012301,1.000000,0.000000,35.819073,104.260372
0.01787846361737552,0.000000,1.000000,22.403781,114.335677
0.020407411104275415,1.000000,0.000000,61.349779,103.927367
0.021155433177649625,0.000000,1.000000,-33.879290,150.873011
0.024708265445302965,1.000000,0.000000,-35.435307,-71.414354
0.027950606668735153,1.000000,0.000000,4.336337,101.630091
0.0287463427033147,1.000000,0.000000,37.088025,-95.635961
0.03292144014120086,1.000000,0.000000,35.853101,127.775016
0.03358433351443795,0.000000,1.000000,37.116784,-95.693560
0.035610017760995046,1.000000,0.000000,-32.567730,140.218320
0.03568798878721868,1.000000,0.000000,37.344685,-92.519080
0.03771315232468339,0.000000,1.000000,14.093999,108.259355
0.03980710755855542,1.000000,0.000000,-9.228100,-75.092003
0.04271426013797892,0.000000,1.000000,-30.387747,22.798957
0.04578383217195769,1.000000,0.000000,61.440734,105.228261
0.04606853286280147,1.000000,0.000000,61.646039,105.201179
0.04633169706337224,1.000000,0.000000,37.057405,-95.595602
0.04702798815859015,1.000000,0.000000,61.531523,104.006369
0.04778577736792631,1.000000,0.000000,48.657522,2.209517
0.048983787596225466,1.000000,0.000000,36.549635,-91.332185
0.05076996276538449,1.000000,0.000000,35.866719,-82.003321
0.05156655507366598,0.000000,1.000000,35.973411,104.050546
0.05267513177422109,0.000000,1.000000,61.495698,105.402902
0.05691156899332243,1.000000,0.000000,40.319401,-3.735050
0.05838847369110062,1.000000,0.000000,-30.419691,22.881143
0.05921203845530786,1.000000,0.000000,35.552637,104.185533
0.0626418969524392,1.000000,0.000000,1.417928,103.822508
0.06781897605119151,0.000000,1.000000,24.010423,45.112865
0.0687585350316373,1.000000,0.000000,-33.968603,150.544187
0.07275063589570971,0.000000,1.000000,42.733900,25.485800
0.07395772835742723,0.000000,1.000000,55.390496,-3.453189
0.0745788199921488,1.000000,0.000000,-30.235657,23.509255
0.07676195100204239,1.000000,0.000000,32.763380,92.074675
0.08256949745181486,1.000000,0.000000,40.534680,-3.676710
0.0830200527394015,1.000000,0.000000,46.737875,2.279778
0.08833098663062687,0.000000,1.000000,41.961515,12.441072
0.09626438067942089,1.000000,0.000000,46.856153,3.862682
0.09962139269480673,1.000000,0.000000,4.196936,102.055699
0.10608868363408072,0.000000,1.000000,4.132352,101.815718
0.10734956962360592,1.000000,0.000000,38.605267,104.445821
0.10778071585664348,1.000000,0.000000,1.824061,103.659987
0.10786047490351382,1.000000,0.000000,37.541630,-90.285836
0.1101636052848829,0.000000,1.000000,1.373300,32.290300
0.11144906033945473,0.000000,1.000000,55.439190,-3.631729
0.11166887642007793,0.000000,1.000000,45.056468,15.202092
0.11313669498191244,1.000000,0.000000,-35.693793,-71.515417
0.11679243058791015,0.000000,1.000000,37.012860,-95.732803
0.12198922007200205,0.000000,1.000000,1.398987,103.814034
0.12834055872538233,0.000000,1.000000,55.281124,-3.395740
0.13228495292313305,1.000000,0.000000,26.805786,-96.747118
0.14046843338328863,1.000000,0.000000,1.298179,103.753566
0.1417392678020037,0.000000,1.000000,1.285626,103.807954
0.14211916942932876,1.000000,0.000000,40.674466,-3.440310
0.14564193373513706,0.000000,1.000000,40.401180,-3.763045
0.15193623285844668,1.000000,0.000000,38.513163,-82.573919
0.15309938332490236,1.000000,0.000000,36.255907,138.232958
0.15565045111589593,0.000000,1.000000,55.409562,-3.510661
0.15968839815141808,0.000000,1.000000,55.356055,-3.417542
0.1619888676510799,1.000000,0.000000,45.128040,15.223358
0.1648534893237084,1.000000,0.000000,35.681536,104.304226
0.16575742093252394,0.000000,1.000000,15.839394,101.024270
0.17602880355319395,0.000000,1.000000,-20.915083,142.639693
0.1770477234337134,0.000000,1.000000,-35.835412,-71.456142
0.18383371801894013,1.000000,0.000000,23.636740,-102.579479
0.18575113306839341,1.000000,0.000000,1.519291,103.804560
0.201108263375292,0.000000,1.000000,15.767021,100.990009
0.2043164189856424,1.000000,0.000000,37.127868,-95.753267
0.20971440473795133,1.000000,0.000000,19.537308,108.078876
0.21096043810991166,1.000000,0.000000,1.752190,103.493494
0.21503962467140933,1.000000,0.000000,36.052149,137.843492
0.21650732497472389,1.000000,0.000000,1.475124,103.809652
0.21829417545301844,1.000000,0.000000,35.756183,104.270936
0.21941619262132328,0.000000,1.000000,-35.796791,-71.516510
0.22399888021306033,0.000000,1.000000,15.853531,100.978224
0.22995473308658268,1.000000,0.000000,18.525167,100.771471
0.2301312475471741,1.000000,0.000000,40.364745,-3.711230
0.23262992057736373,0.000000,1.000000,14.026938,108.332480
0.23500709643658615,0.000000,1.000000,61.497986,105.461603
0.24029584606805454,0.000000,1.000000,61.404983,105.259477
0.2406165801067422,0.000000,1.000000,46.776491,8.332798
0.24144141104958686,1.000000,0.000000,50.996204,8.703644
0.2417583886495364,0.000000,1.000000,-38.000770,144.894246
0.24691240502455009,0.000000,1.000000,46.903227,8.240755
0.2505218108549927,0.000000,1.000000,4.021976,101.775879
0.25781874571176344,1.000000,0.000000,34.540344,-66.505245
0.2578413595651639,1.000000,0.000000,36.834397,-95.779841
0.2612386017715742,1.000000,0.000000,35.876156,-95.280308
0.26541863654129755,0.000000,1.000000,-35.683155,-71.476289
0.26727859774488294,0.000000,1.000000,1.493215,103.672657
0.2681573517578699,0.000000,1.000000,37.202653,-95.750092
0.2681575348143538,1.000000,0.000000,35.923705,127.817974
0.26859233331634136,1.000000,0.000000,13.138604,29.404161
0.27089213641888094,1.000000,0.000000,3.869980,104.006622
0.2742979797372964,0.000000,1.000000,35.973663,127.830948
0.2755240025714627,0.000000,1.000000,13.910819,108.361602
0.2804917897150825,0.000000,1.000000,35.947598,127.633030
0.2833454964085392,0.000000,1.000000,13.988730,108.294204
0.28371362192085886,0.000000,1.000000,14.042575,108.272685
0.28598725880855574,0.000000,1.000000,1.217535,103.829099
0.2874954203407416,1.000000,0.000000,33.465797,113.125516
0.2901872509334492,1.000000,0.000000,13.985018,108.218173
0.29236591309772264,1.000000,0.000000,51.115764,10.377686
0.2934688105600369,0.000000,1.000000,36.368684,138.318155
0.29362394849237605,1.000000,0.000000,37.008696,-95.841562
0.29977268543410457,0.000000,1.000000,35.947139,127.667846
0.30177499766946436,0.000000,1.000000,-30.507605,22.801284
0.3096147653455086,1.000000,0.000000,46.059233,14.324121
0.31186060509368085,0.000000,1.000000,-35.695451,-71.380910
0.312525193080959,0.000000,1.000000,37.171323,-95.805141
0.31308638950216544,1.000000,0.000000,40.379021,-3.702599
0.3172976448755379,1.000000,0.000000,35.893621,104.154712
0.31970885282524536,0.000000,1.000000,-35.787243,-71.525708
